Category;Brands;Sub-Brands;Objective;Month;Platform;Tier;KOL Name;Category;Link Post;Followers Number;Actual Spends (IDR);Reach;Views;Likes;Comments;Share;ER;ER Views (%);VR (%);CPV (Rp)
PHG;Degirol;Degirol;Consideration;May-26;X;Macro;Faiz Sadad;Comedy;https://x.com/faizsadad_/status/2056714503329615912?s=48&t=GDTfuR6DuXqztWIFj2vjvw;575000;11000000;5500;5500;26;3;0;0,01%;0,53%;0,96%;Rp2.000,00
PHG;Degirol;Degirol;Consideration;May-26;X;Macro;Adellina Fitriyani;Lifestyle;https://x.com/adelladellaide/status/2057092320080916842?s=46&t=aghIv0BgtlpRgN7_dUD6EQ;723000;7000000;6700;6700;15;0;0;0,00%;0,22%;0,93%;Rp1.044,78
PHG;Degirol;Degirol;Consideration;May-26;X;Macro;Paman Bajay;Comedy;https://x.com/jayakabajay/status/2057451617201623208?s=46&t=aghIv0BgtlpRgN7_dUD6EQ;170000;4000000;32800;32800;30;0;0;0,02%;0,09%;19,29%;Rp121,95
PHG;Degirol;Degirol;Consideration;May-26;X;Mega;Bayu Joo;Lifestyle;https://x.com/bayu_joo/status/2057436479505465630?s=46&t=Q5rSJxDZDsfIu2XLkihdQA;1600000;8000000;6400;6400;13;3;0;0,00%;0,25%;0,40%;Rp1.250,00
PHG;Degirol;Degirol;Consideration;May-26;X;Macro;Widino;Lifestyle;https://x.com/i/status/2057736765063270752;197000;4000000;14800;14800;115;12;0;0,06%;0,86%;7,51%;Rp270,27
PHG;Degirol;Degirol;Consideration;May-26;X;Mega;Wira Nagara;Lifestyle;https://x.com/wiranagara/status/2058120743268020644?s=46&t=vjre9VUVhNbFQGFKOPEPYQ;2200000;10000000;11100;11100;67;4;0;0,00%;0,64%;0,50%;Rp900,90
PHG;Degirol;Degirol;Consideration;May-26;X;Macro;Falla Adinda;Lifestyle;https://x.com/falla_adinda/status/2058478758492029365?s=20;196000;4000000;2800;2800;5;1;0;0,00%;0,21%;1,43%;Rp1.428,57
PHG;Degirol;Degirol;Consideration;May-26;Meta;Macro;Cindy Gulla;Sports;https://www.instagram.com/reels/DYzVgKzMKvw/;683000;23000000;22860;38100;1585;15;7;0,24%;4,22%;5,58%;Rp603,67
PHG;Degirol;Degirol;Consideration;May-26;Meta;Macro;Fasty Nabila;Lifestyle;https://www.instagram.com/reels/DYzA7TPyHQf/;215000;17000000;30840;51400;1565;30;68;0,77%;3,24%;23,91%;Rp330,74
PHG;Degirol;Degirol;Consideration;May-26;Meta;Macro;Faza Shamlan;Lifestyle;https://www.instagram.com/reel/DX6gy7IyxI9/;166000;4000000;58324;58324;1070;10;12;0,66%;1,87%;35,13%;Rp68,58
PHG;Degirol;Degirol;Consideration;May-26;Meta;Micro;Livia Akhira;Lifestyle;https://www.instagram.com/reel/DX9d_ixyIvT/;19100;10000000;12712;12712;255;3;2;1,36%;2,05%;66,55%;Rp786,66
PHG;Degirol;Degirol;Consideration;May-26;Meta;Macro;dr. Adam Prabata;Health;https://www.instagram.com/reel/DYCEinno94G/;464000;40000000;125906;125906;2087;6;56;0,46%;1,71%;27,13%;Rp317,70
PHG;Degirol;Degirol;Consideration;May-26;TikTok;Mega;Mamak Beti;Comedy;https://www.tiktok.com/@arifmuhammad/video/7637089944384605448 ;7100000;64000000;70400;212940;1265;32;21;0,02%;0,62%;3,00%;Rp300,55
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Macro;deandramarissi;Parenting;https://vt.tiktok.com/ZSCGT5QQX/;166200;10000000;148500;232100;564;11;32;0,37%;0,26%;139,65%;Rp43,08
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Almiranti Fira;Parenting;https://vt.tiktok.com/ZSXkPbCUh/;93300;25180000;30500;43500;4333;27;331;5,03%;10,78%;46,62%;Rp578,85
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Syaffsabar;Parenting;https://vt.tiktok.com/ZSCwr4Meb/;95300;13300000;9400;11000;466;8;8;0,51%;4,38%;11,54%;Rp1.209,09
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Dr Lonlim;Health;https://vt.tiktok.com/ZSCXh4hjv/;78000;11600000;971;1300;45;4;1;0,06%;3,85%;1,67%;Rp8.923,08
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Artha Bertania;Parenting;https://vt.tiktok.com/ZSCvsevX8/;39100;3796000;14700;14900;226;1;6;0,60%;1,56%;38,11%;Rp254,77
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Macro;Nyok Elen;Parenting;https://vt.tiktok.com/ZSCwPM8BF/;1100000;31450000;1100000;1700000;6773;40;213;0,64%;0,41%;154,55%;Rp18,50
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;arkano pradipa;Family;https://vt.tiktok.com/ZSXbKqHF6/;13800;6700000;1100;1192;73;1;0;0,54%;6,21%;8,64%;Rp5.620,81
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;laksmidamayanti2;Parenting;https://www.tiktok.com/@laksmidamayanti2/video/7664947478797569288?is_from_webapp=1&sender_device=pc;47000;2740000;29400;51500;947;1;7;2,03%;1,85%;109,57%;Rp53,20
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;keiandmamia;Family;https://vt.tiktok.com/ZSXgMWGoo/;23700;3100000;1700;2200;26;0;0;0,11%;1,18%;9,28%;Rp1.409,09
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Macro;dhannicha;Parenting;https://www.tiktok.com/@dhannicha/video/7666074290353294610?;399000;35575000;60700;123500;3719;10;16;0,94%;3,03%;30,95%;Rp288,06
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;rayrafi07;Parenting;https://vt.tiktok.com/ZSX7dL4BJ/;36100;42175000;53100;97900;8284;11;102;23,26%;8,58%;271,19%;Rp430,80
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;dr. Satria Furqan;Health;https://vt.tiktok.com/ZS4L5NDoX/;54700;2600000;1200;1700;61;1;4;0,12%;3,88%;3,11%;Rp1.529,41
PHG;Imunped;Imunped;Consideration;Jul-26;Meta;Macro;The Kurniawan Family;Parenting;https://www.instagram.com/reel/DbA8DlNtzqV/?igsh=aDV3N2JsOXV4cDRq;519000;8350000;12420;16671;368;5;5;0,07%;2,27%;3,21%;Rp500,87
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Micro;Kazhang;Lifestyle;https://vt.tiktok.com/ZSCf3yJRj/;68500;2275000;25800;30200;421;2;4;0,62%;1,41%;44,09%;Rp75,33
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Macro;Inka Ayu;Lifestyle;https://vt.tiktok.com/ZSCppScEs/;417000;17500000;13900;14000;354;5;5;0,09%;2,60%;3,36%;Rp1.250,00
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Macro;Sabian Tama;Lifestyle;https://vt.tiktok.com/ZSC5FMG8r/;122600;10975000;6900;7800;177;4;9;0,15%;2,44%;6,36%;Rp1.407,05
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Micro;Apt Sinta;Lifestyle;https://www.tiktok.com/@apt.sintaaprilianas/video/7659406158205177106?lang=en;41500;2275000;44100;67100;3605;4;11;8,72%;5,39%;161,69%;Rp33,90
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Mega;Aldo Virgadana;Lifestyle;https://vt.tiktok.com/ZSX7BYJGj/;3300000;17500000;147900;149100;4252;15;16;0,13%;2,87%;4,52%;Rp117,37
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Micro;Rahim Farma;Lifestyle;https://vt.tiktok.com/ZS4dHTm6e/;20200;1550000;3199;3199;173;0;6;0,89%;5,60%;15,84%;Rp484,53
PHG;Forti-D;Forti-D;Consideration;Jul-26;TikTok;Micro;Ayu respati;Lifestyle;https://vt.tiktok.com/ZSX7DcP56/;58900;1550000;146200;146200;13100;4;245;22,66%;9,13%;248,22%;Rp10,60
PHG;Forti-D;Forti-D;Consideration;Jul-26;Meta;Micro;Adam;Lifestyle;https://www.instagram.com/reel/DaiAZBsTMT4/?igsh=ZjdiY2FnaWh5aTRr;18500;3000000;695;1245;2;0;0;0,01%;0,16%;6,73%;Rp2.409,64
PHG;Forti-D;Forti-D;Consideration;Jul-26;Meta;Macro;Shabrina;Lifestyle;https://www.instagram.com/reel/DbA2YgYza4W/?igsh=a2p0bWQ4a28wd3A4;286000;39800000;7371;11251;374;21;12;0,14%;3,62%;3,93%;Rp3.537,46
PHG;Neostrata;Neostrata;Consideration;Jul-26;Meta;Macro;Marcelina Halim;Beauty;https://www.instagram.com/reel/DbDf3QsNG8k/?igsh=bWQ3NDB3Z2tpNjBh;162000;13000000;5997;86141;526;7;23;0,34%;0,65%;53,17%;Rp150,92
PHG;Neostrata;Neostrata;Consideration;Jul-26;Meta;Macro;dr_haridarmawan;Health;https://www.instagram.com/reel/Da2Kp8Uy-FK/?igsh=dnN4M2F5aDA5MXF6;149000;24000000;84600;141000;824;10;;0,56%;0,59%;94,63%;Rp170,21
PHG;Neostrata;Neostrata;Consideration;Jul-26;Meta;Macro;Dr. Clarin Hayes;Health;https://www.instagram.com/reel/DbVmWn_TSH_/?igsh=MTF4c3l4cTlyYjZjdA==;482000;45000000;219600;366000;2401;1;;0,50%;0,66%;75,93%;Rp122,95
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Macro;apotekerhack;Health;https://www.instagram.com/reel/DaxLjeBx4Ox/;221000;7000000;1076948;1283331;85186;1004;40650;57,39%;9,88%;580,69%;Rp5,45
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Macro;Mr. Deedee;Comedy;https://www.instagram.com/reel/DagtGlZTAoW/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;553000;12000000;258535;430891;19000;663;684;3,68%;4,72%;77,92%;Rp27,85
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Micro;Angieee;Lifestyle;https://www.instagram.com/reel/DafCnkgxsl3/?igsh=amdybHl2ZjBncml5;61200;12000000;19686;25447;325;1;10;0,55%;1,32%;41,58%;Rp471,57
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Papa Uwa;Lifestyle;https://vt.tiktok.com/ZSCu4hqUu/;341000;2000000;3000;83900;1540;3;3;0,45%;1,84%;24,60%;Rp23,84
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Mega;dreamcorestan;Comedy;https://www.tiktok.com/@dreamcorestan/video/7657497489494281480?_r=1&_t=ZS-97fQUKr8PyC;1800000;26000000;66100;81400;6928;87;302;0,41%;8,99%;4,52%;Rp319,41
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Aksyif Fikri;Lifestyle;https://www.tiktok.com/@aksyif_fikri/video/7657466621593701639?_r=1&_t=ZS-97feZ8DONG9;163100;10000000;58800;65800;1571;12;18;0,98%;2,43%;40,34%;Rp151,98
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;ojol_kalcer;Lifestyle;https://www.tiktok.com/@ojol_kalcer/video/7657451127138503956?_r=1&_t=ZS-97fDFKPbZ5g;248600;12000000;44100;53400;1881;25;40;0,78%;3,64%;21,48%;Rp224,72
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Luthfi Afansyah;Comedy;https://www.tiktok.com/@lutfi_afansyah/video/7658239775656267015;934500;65000000;243000;275300;30000;185;2288;3,47%;11,80%;29,46%;Rp236,11
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;apt.elsagaotami;Health;https://www.tiktok.com/@apt.elsagaotami/video/7658937756382711058?_r=1&_t=ZS-96d3VUyhaRI;11400;5000000;488;622;41;6;9;0,49%;9,00%;5,46%;Rp8.038,59
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;ricanoviasari;Lifestyle;https://vt.tiktok.com/ZSXeMS72M/;246300;5000000;660;5600;135;1;2;0,06%;2,46%;2,27%;Rp892,86
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Apt Debbynadia;Health;https://vt.tiktok.com/ZSXkfeqc4/;14700;5000000;6300;7347;310;0;5;2,14%;4,29%;49,98%;Rp680,55
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Apt. Sinta Apriliana;Health;https://vt.tiktok.com/ZSXQE4mqw/;41600;4000000;1100;19900;645;0;6;1,56%;3,27%;47,84%;Rp201,01
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Pongky Pradhana;Lifestyle;https://vt.tiktok.com/ZSC9cnLTA/;3923;1000000;3900;4334;245;42;25;7,95%;7,20%;110,48%;Rp230,73
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Nurlaila;Lifestyle;https://vt.tiktok.com/ZSCxhrhd5/;11600;1000000;948;1754;298;14;239;4,75%;31,41%;15,12%;Rp570,13
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Wahyu Arkam;Lifestyle;https://vt.tiktok.com/ZSC97nB9Y/;111200;1000000;160;579;129;1;0;0,12%;22,45%;0,52%;Rp1.727,12
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Rachman Fauzi;Lifestyle;https://www.tiktok.com/@rachman.fauzi.uzi/video/7658171985448422677;7117;1000000;318;410;9;2;0;0,15%;2,68%;5,76%;Rp2.439,02
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Ivia Marizki;Lifestyle;https://vt.tiktok.com/ZSCCN1frt/;1820;1000000;260;301;26;6;1;1,81%;10,96%;16,54%;Rp3.322,26
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Juliana;Lifestyle;https://vt.tiktok.com/ZSCxEaCte/;1072;1000000;224;252;2;0;0;0,19%;0,79%;23,51%;Rp3.968,25
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Putri Wijayanti;Lifestyle;https://vt.tiktok.com/ZSC93arbQ/;1051;1000000;139;155;7;0;0;0,67%;4,52%;14,75%;Rp6.451,61
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;tiya;Lifestyle;https://vt.tiktok.com/ZSC9GhYGq/;39000;1000000;134;154;22;19;3;0,11%;28,57%;0,39%;Rp6.493,51
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Muspirah;Lifestyle;https://vt.tiktok.com/ZSC93mkWp/;3730;1000000;122;147;10;0;5;0,40%;10,20%;3,94%;Rp6.802,72
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Ayu oktaviani;Lifestyle;https://vt.tiktok.com/ZSCCNQXcL/;1430;1000000;123;127;14;14;32;4,20%;47,24%;8,88%;Rp7.874,02
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Liza Hani;Lifestyle;https://vt.tiktok.com/ZSCxN3UkG/;32000;1000000;88;125;36;0;1;0,12%;29,60%;0,39%;Rp8.000,00
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Siti Ayu Maysyahrani;Lifestyle;https://vt.tiktok.com/ZSCx4rmGw/;25100;1000000;83;118;8;2;0;0,04%;8,47%;0,47%;Rp8.474,58
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Annisa Fazriah;Lifestyle;https://vt.tiktok.com/ZSCQ1EhWD/;1000;1000000;109;116;1;0;0;0,10%;0,86%;11,60%;Rp8.620,69
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;erni adhya haviya;Lifestyle;https://vt.tiktok.com/ZSC9gcsy8/;1770;1000000;64;91;4;0;0;0,23%;4,40%;5,14%;Rp10.989,01
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Simbay utari;Lifestyle;https://vt.tiktok.com/ZSCQ1MBbE/;2400;1000000;70;74;8;1;0;0,38%;12,16%;3,08%;Rp13.513,51
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Macro;dr. Jojeh;Health;https://www.instagram.com/reel/DazseHePiZI/?igsh=cHFhc3Y1NWpoa3A1;282000;21000000;18991;78144;2300;19;175;0,88%;3,19%;27,71%;Rp268,73
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Micro;Unge;Comedy;https://www.instagram.com/reel/Da1g2q5Pm4p/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;58000;4000000;7033;42635;3100;4;5;5,36%;7,29%;73,51%;Rp93,82
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Micro;apt.riannurdiana;Health;https://www.instagram.com/reel/Dam7zoJvkqc/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;64600;12000000;13560;22600;1600;7;62;2,58%;7,38%;34,98%;Rp530,97
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Micro;Livia Akhira;Lifestyle;https://www.instagram.com/reel/Da2ak7CSNq1/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;19000;10000000;14945;20031;581;28;15;3,28%;3,12%;105,43%;Rp499,23
PHG;Degirol;Degirol;Consideration;Jul-26;Meta;Micro;renasyas;Lifestyle;https://www.instagram.com/reel/DbKnt2JTxrA/?igsh=MWV0bTl1aDc5dmdqbw==;20100;4000000;1704;7271;125;3;2;0,65%;1,79%;36,17%;Rp550,13
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Mega;Ryan Ojol;Lifestyle;https://vt.tiktok.com/ZSXBT3ru9/;2000000;15000000;303500;311000;5433;44;63;0,28%;1,78%;15,55%;Rp48,23
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Mega;Bayu Nantri;Lifestyle;https://www.tiktok.com/@bayuntr/video/7666066179785739540;1700000;19000000;156100;206500;4257;21;34;0,25%;2,09%;12,15%;Rp92,01
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Mega;sindi9randee;Lifestyle;https://www.tiktok.com/@sindi9rande/video/7660461730102906130?_r=1&_t=ZS-97t0cAz9Jzj;1500000;28000000;148900;164300;9549;75;225;0,66%;5,99%;10,95%;Rp170,42
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;rayeandrepila;Comedy;https://www.tiktok.com/@rayeandrepila/video/7660401349917494549?_r=1&_t=ZS-96W0gytG88G;185700;26000000;102400;103600;929;19;131;0,58%;1,04%;55,79%;Rp250,97
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Apoteker Anita;Health;https://vt.tiktok.com/ZSXhRSPeF/;228100;7000000;31200;88300;2149;3;8;0,95%;2,45%;38,71%;Rp79,28
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Mega;dr. Mario Johan;Health;https://www.tiktok.com/@dr.mariojohan/video/7662319801309646100;1200000;32000000;35900;83000;2234;79;518;0,24%;3,41%;6,92%;Rp385,54
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Riz Story;Lifestyle;https://www.tiktok.com/@rizqullah.salman/video/7662979078336597266;30200;10000000;61800;65200;3401;114;43;11,78%;5,46%;215,89%;Rp153,37
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Ojil;Comedy;https://www.tiktok.com/@ojilleef/video/7661210609823796488;148600;15000000;21700;35500;438;8;21;0,31%;1,32%;23,89%;Rp422,54
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Jito Ojol;Lifestyle;https://vt.tiktok.com/ZSCoNWean/;28900;5000000;15300;16300;644;36;8;2,38%;4,22%;56,40%;Rp306,75
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;surya.ojolbali;Lifestyle;https://www.tiktok.com/@junkablun/video/7660078731444194567?_r=1&_t=ZS-97rF5IQLNoO;18800;3000000;7740;12900;197;10;3;1,12%;1,63%;68,62%;Rp232,56
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Macro;Apt. Elis;Health;https://vt.tiktok.com/ZSXQwFDd6/;153000;5000000;5900;8845;162;1;7;0,11%;1,92%;5,78%;Rp565,29
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Khuldi Ojol;Lifestyle;https://vt.tiktok.com/ZSCo4oQBV/;26800;4000000;3900;6736;343;9;3;1,32%;5,27%;25,13%;Rp593,82
PHG;Degirol;Degirol;Consideration;Jul-26;X;Mega;radenrauf;Lifestyle;https://x.com/radenrauf/status/2074463459241251304?s=46;6200000;16000000;96600;161000;341;249;479;0,02%;0,66%;2,60%;Rp99,38
PHG;Degirol;Degirol;Consideration;Jul-26;X;Macro;skipberat;Lifestyle;https://x.com/skipberat/status/2074418516527358312?s=46;183200;8000000;19014;31690;1040;20;39;0,60%;3,47%;17,30%;Rp252,45
PHG;Degirol;Degirol;Consideration;Jul-26;X;Micro;anggarasamvdr;Lifestyle;https://x.com/anggarasamvdr/status/2076938760059846806?s=46;15600;2000000;6049;10081;264;272;65;3,85%;5,96%;64,62%;Rp198,39
PHG;Degirol;Degirol;Consideration;Jul-26;X;Nano;allbymyselfff00;Lifestyle;https://x.com/allbymyselfff00/status/2077906266513686837?s=46&t=nDIe3UL42UMjG0NCPJVg_A;7156;2000000;5332;8887;194;76;11;3,93%;3,16%;124,19%;Rp225,05
PHG;Degirol;Degirol;Consideration;Jul-26;X;Nano;tanyarlfes;Lifestyle;https://x.com/tanyarlfes;14300;3000000;14300;20031;354;61;5;2,94%;2,10%;140,08%;Rp149,77
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Tiara Aryani;Lifestyle;https://vt.tiktok.com/ZSXbpCDeL/;4300;1000000;117;125;2;0;0;0,05%;1,60%;2,91%;Rp8.000,00
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Kochik;Lifestyle;https://vt.tiktok.com/ZSXPfP1oM/;1330;1000000;75;305;8;1;4;0,98%;4,26%;22,93%;Rp3.278,69
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Irsatavisya;Lifestyle;https://vt.tiktok.com/ZSXPKoTLu/;9006;1000000;160;186;14;4;0;0,20%;9,68%;2,07%;Rp5.376,34
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Nelly agustin ismadi;Lifestyle;https://vt.tiktok.com/ZSX5M5xRy/;2499;1000000;491;785;158;0;1;6,36%;20,25%;31,41%;Rp1.273,89
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Purnama sari;Lifestyle;https://vt.tiktok.com/ZSXBCobGQ/;1500;1000000;127;302;27;0;0;1,80%;8,94%;20,13%;Rp3.311,26
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Anisa Oktaviani;Lifestyle;https://vt.tiktok.com/ZSX5yH9SQ/;5323;1000000;231;289;35;15;13;1,18%;21,80%;5,43%;Rp3.460,21
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Nadhifa Sofia;Lifestyle;https://vt.tiktok.com/ZSXCYprWh/;12148;1000000;481;307;13;2;1;0,13%;5,21%;2,53%;Rp3.257,33
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;ASRI;Lifestyle;https://vt.tiktok.com/ZSXHfqxP3/;1133;1000000;202;289;13;0;0;1,15%;4,50%;25,51%;Rp3.460,21
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;chaca;Lifestyle;https://vt.tiktok.com/ZSXxvBnAd/;1622;1000000;134;174;19;0;1;1,23%;11,49%;10,73%;Rp5.747,13
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Monica Aprillia;Lifestyle;https://vt.tiktok.com/ZSXCSy9pS/;1800;1000000;236;274;18;1;2;1,17%;7,66%;15,22%;Rp3.649,64
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;rinkinsya;Lifestyle;https://vt.tiktok.com/ZSXQsXww8/;34700;1000000;67;96;3;0;0;0,01%;3,13%;0,28%;Rp10.416,67
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Ladies lorencia wangsa;Lifestyle;https://www.tiktok.com/@adislorencia/video/7665971612524580114?_r=1&_t=ZS-8y2wya94XJ3;24200;1000000;177;185;13;0;0;0,05%;7,03%;0,76%;Rp5.405,41
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;chaca;Lifestyle;https://vt.tiktok.com/ZSX4F3H6U/;1520;1000000;3900;6116;63;27;3;6,12%;1,52%;402,37%;Rp163,51
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Nano;Fridyah;Lifestyle;https://vt.tiktok.com/ZSXbvuLUq/;2617;1000000;98;140;11;5;7;0,88%;16,43%;5,35%;Rp7.142,86
PHG;Degirol;Degirol;Consideration;Jul-26;TikTok;Micro;Stefany;Lifestyle;https://www.tiktok.com/@itsmefaniia/video/7665666398189882644;19700;1000000;178;197;5;0;0;0,03%;2,54%;1,00%;Rp5.076,14
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Macro;deandramarissi;Parenting;https://vt.tiktok.com/ZSCGT5QQX/;166200;10000000;148500;232100;564;11;32;0,37%;0,26%;139,65%;Rp43,08
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Almiranti Fira;Parenting;https://vt.tiktok.com/ZSXkPbCUh/;93300;25180000;30500;43500;4333;27;331;5,03%;10,78%;46,62%;Rp578,85
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Syaffsabar;Parenting;https://vt.tiktok.com/ZSCwr4Meb/;95300;13300000;9400;11000;466;8;8;0,51%;4,38%;11,54%;Rp1.209,09
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Dr Lonlim;Health;https://vt.tiktok.com/ZSCXh4hjv/;78000;11600000;971;1300;45;4;1;0,06%;3,85%;1,67%;Rp8.923,08
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;Artha Bertania;Parenting;https://vt.tiktok.com/ZSCvsevX8/;39100;3796000;14700;14900;226;1;6;0,60%;1,56%;38,11%;Rp254,77
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Macro;Nyok Elen;Parenting;https://vt.tiktok.com/ZSCwPM8BF/;1100000;31450000;1100000;1700000;6773;40;213;0,64%;0,41%;154,55%;Rp18,50
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;arkano pradipa;Parenting;https://vt.tiktok.com/ZSXbKqHF6/;13800;6700000;1100;1192;73;1;0;0,54%;6,21%;8,64%;Rp5.620,81
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;laksmidamayanti2;Parenting;https://www.tiktok.com/@laksmidamayanti2/video/7664947478797569288?is_from_webapp=1&sender_device=pc;47000;2740000;29400;51500;947;1;7;2,03%;1,85%;109,57%;Rp53,20
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;keiandmamia;Parenting;https://vt.tiktok.com/ZSXgMWGoo/;23700;3100000;1700;2200;26;0;0;0,11%;1,18%;9,28%;Rp1.409,09
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Macro;dhannicha;Parenting;https://www.tiktok.com/@dhannicha/video/7666074290353294610?;399000;35575000;60700;123500;3719;10;16;0,94%;3,03%;30,95%;Rp288,06
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;rayrafi07;Parenting;https://vt.tiktok.com/ZSX7dL4BJ/;36100;42175000;53100;97900;8284;11;102;23,26%;8,58%;271,19%;Rp430,80
PHG;Imunped;Imunped;Consideration;Jul-26;TikTok;Micro;dr. Satria Furqan;Health;https://vt.tiktok.com/ZS4L5NDoX/;54700;2600000;1200;1700;61;1;4;0,12%;3,88%;3,11%;Rp1.529,41
